source,reference,prediction,bleu_vs_reference,rougeL_f1_vs_reference,lexical_diversity_vs_source,inverse_bleu_vs_source,length_ratio_vs_reference,semantic_similarity_vs_source
Frugalware has a codice _ 2 and a codice _ 3 branch  The codice _ 2 branch is updated daily  and the codice _ 3 branch gets updated every 6 months,Frugalware has a branch codice 2 and a twig codice 3  The branch codice 2 is updated daily  and the branch codice 3 is updated every six months,"Frugalware features two branches: codice _ 2 which is updated daily, and codice _ 3 that's updated every six months",0.11362496428576492,0.5957446808510638,0.5833333333333333,0.937906959160863,0.7142857142857143,0.9475144147872925
For Kholm 's command of the defense  Scherer was personally awarded the knight 's cross of the Iron Cross with oak foliage by Adolf Hitler,Scherer was personally awarded the Knight 's Cross of the Iron Cross with Oak Leaves by Adolf Hitler for the command of the defense of Kholm,"For Kholm's mastery of defense, Scherer received the Knight's Cross of the Iron Cross with Oak Leaves from Adolf Hitler personally",0.3135835901919011,0.5714285714285715,0.5925925925925926,0.7174974253141766,0.8076923076923077,0.946691632270813
On May 6  2016 it was announced that Palafox signed to New York Cosmos B of the National Premier Soccer League,On 6 May 2016  it was announced that Palafox has signed the National Premier Soccer League at New York Cosmos B,"On May 6, 2016, it was revealed that Palafox joined the New York Cosmos B team in the National Premier Soccer League.",0.2672825520622499,0.5581395348837208,0.5,0.724730090561267,1.0476190476190477,0.9027160406112671
The river Cleja is a tributary of the Iminog River in Romania,The Cleja River is a tributary of the Iminog River in Romania,River Cleja flows into the Iminog River in Romania,0.3478700554542393,0.5714285714285715,0.5,0.6321721999512119,0.75,0.9435014724731445
The river Hudeasa is a tributary of the Bradu River in Romania,The Hudeasa River is a tributary of the Bradu River in Romania,Hudeasa River is a tributary of the Bradu River in Romania,0.9131007162822624,0.9565217391304348,0.0,0.24530690111845133,0.9166666666666666,0.9946858882904053
The police also interviewed singer Rimi Tomy and the actor Kavya Madhavan  both close friends of Siddique and his wife Dileep  as part of the current investigation,The police also questioned singer Rimi Tomy and actor Kavya Madhavan  both close friends of Siddique and his wife Dileep  as part of the ongoing investigation,"The police also questioned singer Rimi Tomy and actor Kavya Madhavan, both close friends of Siddique and his wife Dileep, during the ongoing investigation.",0.6329371388902445,0.9199999999999999,0.4482758620689655,0.5836387240729612,0.9230769230769231,0.9594090580940247
The 1935 Chico State Wildcats football team represented Chico State College during the 1935 college football season,The 1935 Chico State Wildcats football team represents Chico State College during the College - Football - Season 1935,"In 1935, the Chico State Wildcats played for Chico State College during that year's college football season.",0.20124833529317487,0.6285714285714287,0.6111111111111112,0.763069442362569,0.8947368421052632,0.9267116189002991
The upstream tributaries of the Cascapédia River are ( in significant order,The upstream tributaries of the Cascapédia are ( in significant order,The upper branches of the Cascapédia River include (in descending order),0.10025157431478134,0.6086956521739131,0.7647058823529411,0.7734741849211845,1.0,0.875420868396759
It was also distributed in Japan  the United States ( where it was first banned  then published in a highly cut version   England and France,It was also distributed in Japan  the United States ( where it was first banned  then released in a heavily cut version   England and France,"It was also distributed in Japan, the United States (where it was initially banned but later published in a heavily edited version), England, and France.",0.25823077599534505,0.816326530612245,0.625,0.741769224004655,1.0,0.9525787830352783
From the west end of the bridge  Pennsylvania Route 268 leads south to Parker and north to Emlenton,The Pennsylvania Route 268 leads from the west end of the bridge south to Parker and to the north to Emlenton,"Starting from the western part of the bridge, Pennsylvania Route 268 proceeds south towards Parker and heads north toward Emlenton.",0.078885955907726,0.4878048780487805,0.6,0.9170694746442142,0.9523809523809523,0.926911473274231
Moreover  many Angika speakers in the Persian Gulf  the United States  Canada  the United Kingdom  and other countries have emigrated,Moreover  many Angika speakers have emigrated to the Persian Gulf  the United Kingdom  the United States  Canada and other countries,"Many Angika speakers have migrated to various places including the Persian Gulf, the United States, Canada, the United Kingdom, and other regions.",0.17943677452121126,0.6666666666666666,0.6666666666666667,0.9199748068449313,1.1,0.8429605960845947
The tournament took part in 10 Olympic teams  3 teams from Africa and 7 teams from Europe,Ten Olympic teams took part in the tournament  3 teams from Africa and 7 teams from Europe,The tournament included 10 Olympic teams; three from Africa and seven from Europe,0.08590710864715992,0.5333333333333333,0.5555555555555556,0.9064497965749941,0.7647058823529411,0.9638948440551758
Teversall Manor is a former railway station in Teversal  Nottinghamshire on the Derbyshire border west of Mansfield,Teversall Manor is a former station in Teversal  Nottinghamshire  on the border with Derbyshire west of Mansfield,"Teversall Manor was once a railway station located in Teversal, Nottinghamshire near the Derbyshire border west of Mansfield",0.08367437134595068,0.6857142857142857,0.40909090909090906,0.6508014010681464,1.0588235294117647,0.9876704812049866
On December 7  2017 NVIDIA officially announced the Nvidia TITAN V,The NVIDIA TITAN V was officially announced by Nvidia on 7 December 2017,"On December 7, 2017, NVIDIA unveiled the Nvidia Titan V.",0.09202362411222717,0.34782608695652173,0.6428571428571428,0.8756112670649855,0.7692307692307693,0.9591255187988281
In 2004  Peter Eigen celebrated her second wedding with longtime companion Gesine Schwan in Berlin,In 2004 Peter Eigen celebrated her second wedding in Berlin with the long-standing companion Gesine Schwan,"In 2004, Peter Eigen marked her second marriage to long-time partner Gesine Schwan in Berlin",0.0538625222451507,0.5454545454545455,0.6,0.7710584313933009,0.9375,0.8901914954185486
"During religious persecutions he came to Serbian Šajkaši in Komárom as a renowned speaker ( "" slavni propovednik ""  in 1739","In 1739  during religious persecutions  he came as a renowned speaker ( "" slavni propovednik ""  to live among the Serbian Šajkaši in Komárom","He went to Serbian Šajkaši in Komárom during religious persecutions as a famous speaker (""slavni propovednik"") in 1739",0.1802348785596323,0.46511627906976744,0.4347826086956522,0.7186729956648918,0.75,0.9826774597167969
As an alternative  tantric Tibetan Buddhism allows to deliberately create a desire to choose the desire  rather than being created by it,As an alternative  tantric Tibetan Buddhism allows to create a desire consciously  to choose desire rather than being created by it,"As an option, Tantric Tibetan Buddhism lets you intentionally make yourself want something instead of being controlled by it",0.06893242126402908,0.4,0.7419354838709677,0.9346017798179037,0.9047619047619048,0.8394297361373901
In terms of internal relations  the Sami languages are divided into two groups  western and eastern,In terms of internal relationships  the Sami languages are divided into two groups  eastern and western,"In regards to internal relationships, the Sami languages are split into two categories: Western and Eastern",0.21186050864016664,0.625,0.47619047619047616,0.7405249285925424,1.0,0.9325773119926453
Kiss Country plays a mixture of modern and older country music  with the emphasis on current artists more,Kiss Country plays a mix of modern and older country music  with more emphasis on current artists,"Kiss Country blends contemporary and classic country tunes, focusing on newer performers more",0.03178918694670677,0.33333333333333337,0.7916666666666666,0.9705644501656652,0.7647058823529411,0.9156583547592163
It began as a fishing village populated by Polish settlers from the Kaszub region as well as some German immigrants in 1870,It began as a fishing village  populated by Polish settlers from the Kaszub region and some German immigrants in 1870,It started as a fishing town inhabited by Polish settlers from the Kaszub area along with some German immigrants in 1870,0.462985228134777,0.7317073170731706,0.42307692307692313,0.5585449948406076,1.05,0.9777011275291443
The design was sold initially by Sunrise Aircraft of Sheridan  Michigan and is currently produced by Thunderbird Aviation of Ray  Oregon,The design was initially sold by Sunrise Aircraft from Sheridan  Michigan  and is currently produced by Thunderbird Aviation of Ray  Oregon,"The design was first offered by Sunrise Aircraft of Sheridan, Michigan, and is now manufactured by Thunderbird Aviation of Ray, Oregon",0.23198210427894822,0.7619047619047619,0.5384615384615384,0.693963104906991,1.0,0.9601660370826721
Angelica Panganiban ( Lizelle Jimenez  is in a new relationship with Surgeon Adrian Benitez ( Gabby Concepcion,In a new relationship with surgeon Adrian Benitez ( Gabby Concepcion  is Liz Lizene Jimenez ( Angelica Panganiban,Lizelle Jimenez is dating Surgeon Adrian Benitez  while Gabby Concepcion is in a new relationship,0.2549428341528867,0.38709677419354843,0.33333333333333337,0.627081408979298,0.8333333333333334,0.8346164226531982
Pedestrians and bicycles are not permitted  but can be allowed on a footpath,Pedestrians and bicycles are not permitted  but may be allowed on a footpath,Pedestrians and bicycles are not allowed but can use a footpath,0.3582589201789297,0.6666666666666667,0.2857142857142857,0.6150257365681517,0.8461538461538461,0.976309061050415
Over the years  ACT-R models have been cited in more than 700 different scientific publications  and have been used in many more,Over the years  ACT-R models have been quoted in more than 700 different scientific publications and have been used in many others,"Over the years, ACT-R models have appeared in over 700 scientific papers and have been utilized by numerous others",0.09100677950050219,0.6511627906976744,0.6,0.9109515005008468,0.8636363636363636,0.849738359451294
The final meeting of the BBU in 1932 in Chicago was the first meeting of the GARBC,The last meeting of the BBU in Chicago in 1932 was the first meeting of GARBC,The last meeting of the BBU in 1932 in Chicago was the initial meeting of the GARBC,0.47872186523810756,0.787878787878788,0.3076923076923077,0.291412358805607,1.0625,0.9860570430755615
The comics distributed on kiosks were sold on the basis that unsold copies were returned to the publisher,Comics distributed on newsstands were sold on the basis that unsold copies were returned to the publisher,Comics available at kiosks were sold according to returning unsold copies to the publisher,0.08670877716723262,0.5161290322580646,0.5,0.8954521370521441,0.8235294117647058,0.9676207900047302
PATH service from Exchange Place runs east to the World Trade Center  north to Newark Penn Station  and west to Journal Square and Hoboken Terminal,The PATH service from Exchange Place runs east to the World Trade Center  north to Newark Penn Station and west to Journal Square and Hoboken Terminal,"PATH service travels from Exchange Place eastward to the World Trade Center, then north to Newark Penn Station, and finally westward to Journal Square and Hoboken Terminal",0.4158824039167686,0.830188679245283,0.4137931034482759,0.5841175960832314,1.0384615384615385,0.9547775387763977
Pete knows Brewster  who was a friend of Peter 's father,Pete knows Brewster  a friend of Peter 's father,"Pete knows Brewster, Peter's father's friend.",0.05236421927181383,0.7058823529411765,0.8666666666666667,0.9624793973379939,0.6666666666666666,0.9703502655029297
In 1973  it was added by the Ontario Heritage Trust to the inventory of the historical buildings of the Toronto Historical Board,In 1973  it was added to the Toronto Historical Board 's inventory of historical buildings by the Ontario Heritage Trust,In 1973  the Ontario Heritage Trust listed it on their inventory of historical buildings in the Toronto Historical Board,0.39159269732992946,0.41025641025641024,0.35,0.7196927224320009,0.95,0.9752492308616638
The 1975 -- 76 National Basketball Association season was the 30th season of the NBA,The NBA season of 1975 -- 76 was the 30th season of the National Basketball Association,The 1975 -- 76 NBA season marked the 30th year of professional basketball competition,0.09847173709795219,0.5,0.4375,0.7763390668424142,0.875,0.872295618057251
He was born in Sofia on May 21  1897  and died in Yambol on June 15  1945,He was born on May 21  1897  in Sofia and died on June 15  1945  in Yambol,He was born in Sofia on May 21 1897  and died in Yambol on June 15 1945,0.4253665667561761,0.7647058823529412,0.0,0.0,1.0,1.0
"In 2012  the airline carried 57,500 passengers per month to 15 domestic flights and 90,000 passengers on international routes ( about 1.77 million passengers per year","In 2012  the airline carried 57,500 passengers to 15 domestic destinations and 90,000 passengers on international routes per month ( apx  1.77 million passengers per year","In 2012, the airline transported 57, 500 monthly passengers domestically and 90, 000 internationally (approximately 1. 77 million yearly passengers)",0.019855151822646258,0.6666666666666666,0.8378378378378378,0.9801448481773537,0.7692307692307693,0.9125151634216309
The 2007 championships took place between January 21 and 28 in Spokane  Washington  at the Spokane Convention Center and the Spokane Arena,The 2007 championship took place between 21 and 28 January in Spokane  Washington  in the Spokane Arena and the Spokane Convention Center,"The championship games were held from January 21 to 28 in Spokane, Washington, at the Spokane Convention Center and the Spokane Arena",0.20915990037763144,0.5454545454545454,0.56,0.5722027992545993,1.0,0.8739685416221619
He won three all-Dublin medals for Ireland in 1977  1976  1974,He won three all-Dublin medals for Ireland in 1977  1976  in 1974,"In 1977, 1976, and 1974, he won three Dublin medals for Ireland.",0.11094660471566163,0.5599999999999999,0.6470588235294117,0.8890533952843384,1.0,0.9546982049942017
The River Sic is a tributary of the River Seolemai in Romania,The Sic River is a tributary of the Seolemai River in Romania,The River Sic flows into the River Seolemai in Romania,0.0516780319682082,0.5454545454545454,0.5,0.5698536167740214,0.8333333333333334,0.9497658610343933
The biomass of brook trout was 48.30 kilograms per hectare  including 23.49 kilograms per hectare of brown trout and 24.81 kilograms per hectare of wild trout,The biomass of brown trout was 48.30 kilograms per hectare  which included 23.49 kilograms per hectare of brook trout and 24.81 kilograms per hectare of wild trout,"The biomass of brook trout amounted to 48. 30 kg/ha, which included 23. 49 kg/ha of brown trout and 24. 81 kg/ha of wild trout.",0.09572112159935518,0.6206896551724138,0.7241379310344828,0.7532845984783664,0.9259259259259259,0.928713321685791
They came from Poland to Russia in the eighteenth century  and their language includes Polish  German and Russian words,They came to Russia from Poland in the 18th century  and their language contains Russian  German and Polish words,"They migrated from Poland to Russia in the eighteenth century  incorporating Polish, German, and Russian vocabulary.",0.0424403973060491,0.45714285714285713,0.5217391304347826,0.5889448356116536,0.8421052631578947,0.9079067707061768
The 86th Airlift Squadron is part of 309th Airlift Wing in Air Base Chièvres  Belgium,The 86th Airlift Squadron is part of the 309th Airlift Wing at Chièvres Air Base  Belgium,"The 86th Airlift Squadron belongs to the 309th Airlift Wing at Air Base Chievo, Belgium",0.42835287319132476,0.7500000000000001,0.5,0.7277410576930299,0.9375,0.9735847115516663
However  in current continuity  Superman meets the true Zod for the first time in `` Last Son '',In the current continuity  Superman meets the true Zod in `` Last Son '' for the first time,"In the present storyline  Superman encounters the real Zod for the very first time in ""Last Son""",0.04513739901091242,0.5454545454545455,0.6956521739130435,0.9000945132246481,0.9444444444444444,0.9282667636871338
In early 1972  the FCC ordered the frequency to Windham County  making 98.3 the only FM in Willimantic,In early 1972  the FCC allocated the frequency to Windham County  making 98.3 the only FM in Willimantic,"In early 1972, the FCC mandated that the frequency be assigned to Windham County, thus designating 98. 3 as the sole FM station in Willimantic.",0.0346966645494591,0.7272727272727272,0.7241379310344828,0.9653033354505409,1.3888888888888888,0.9176957607269287
"Scientific research is most often not the "" main "" goal for many amateur astronomers  unlike professional astronomers","For many amateur astronomers  unlike professional astronomers  scientific research is usually not the "" main goal """,For many amateur astronomers  scientific research is rarely their primary objective  unlike professional astronomers,0.3447847620414245,0.4827586206896552,0.55,0.7530869521523438,0.8235294117647058,0.9158409833908081
Iosco County is a civil township of Baldwin Township in the U  . state of Michigan,Iosco County is a civil community of Baldwin Township in the U  . state of Michigan,Iosco County is a civil township of Baldwin Township within the state of Michigan.,0.3468899992311539,0.8275862068965518,0.375,0.4285675976932244,0.875,0.9936952590942383
The following organs have been visited  Argao in Bohol ( still playable  and Loboc  Baclayon  Loay  Maribojoc and Antiquera in Cebu,The following organs were visited  Argao in Bohol ( still playable  and Loboc  Baclayon  Loay  Maribojoc and Antiquera in Cebu,"The mentioned organs have been inspected in Argao, Bohol (still accessible) and Loboc, Baclayon, Loay, Maribojoc, and Antiquera in Cebu",0.146798691397542,0.717948717948718,0.6785714285714286,0.8153794645593012,1.0,0.8538755178451538
Software ranged from advanced mortgage interest calculations  word processing  games  and utilities to simple payroll  accounting  and industry-specific applications,Software ranged from advanced mortgage interest calculations  word processing  games and utilities to simple payroll  accounting and industry specific applications,"Software included advanced mortgage interest calculators, word processors, games, and utilities; it also covered basic payroll, accounting, and specialized industries.",0.05890548730960053,0.65,0.8064516129032258,0.9410945126903995,1.0,0.8435266017913818
"Since 1977 LAGOS has created more than two million pieces  and Steven Lagos estimates that he has made 10,000 pieces and 400 to 500 new designs each year","Since 1977  LAGOS has created more than two million pieces  Steven Lagos estimates that he has made 10,000 pieces and 400 to 500 new designs each year","Since 1977, LAGOS has produced over two million items, according to Steven Lagos who states he has crafted 10, 000 pieces annually and around 400 to 500 new designs every year",0.18130625829123354,0.6779661016949152,0.5945945945945945,0.8186937417087665,1.1481481481481481,0.9530909657478333
From 2 June 1969  lectures were held for the first 300 students  and at that time the academic workforce consisted of 28 local lecturers,For the first batch of 300 students  lectures were held beginning from 2 June 1969  At that time  the academic workforce consisted of 28 local lecturers,From 2 June 1969  lectures began for the first 300 students  and at that time there were 28 local lecturers in the academic workforce,0.25220526748423056,0.43999999999999995,0.23076923076923073,0.4036415678641664,0.9230769230769231,0.9805600047111511
""" Purple Clover "" describes the page as for people who are "" .. still cool  still curious and after all these years are still crazy",""" Purple Clover "" describes the site as being for people who are "" .. still curious  still cool  and still crazy after all these years  ""","""Purple Clover"" refers to pages suitable for those who remain ""still cool, still curious, and even after many years, they remain wild.""",0.010349820474705453,0.4090909090909091,0.8648648648648649,0.9891688773195706,0.8148148148148148,0.8550251722335815
"As part of this process  the airline was divided into two portions  informally known as "" old "" Varig and "" new "" Varig","As part of this process  the airline was divided into two parts  informally known as "" old "" Varig and "" new "" Varig","As part of this process, the airline was split into two parts: ""old"" Varig and ""new"" Varig.",0.16706243444096702,0.8648648648648648,0.56,0.832937565559033,0.7083333333333334,0.8968369364738464
The Vidăcut River or Hidecut River is a tributary of the Eliseni River  in Romania,The river Vidăcut or Hidecut is a tributary of the Eliseni River  in Romania,The Vidăcut River or Hidecut River flows into the Eliseni River in Romania,0.3367004718165569,0.689655172413793,0.4285714285714286,0.42524606516859753,0.9285714285714286,0.9581595659255981
San Pedro Springs Park is located in the town of Bexar County San Antonio in the U  . state of Texas,San Pedro Springs Park is located in the Bexar County city of San Antonio in the U  . state of Texas,"San Pedro Springs Park is situated in Bexar County, San Antonio, in the state of Texas, U  .",0.2532087742147813,0.8108108108108107,0.4285714285714286,0.7467912257852187,0.8571428571428571,0.9928725361824036
Lewis was also a member of the Oakland Raiders  Seattle Seahawks  Detroit Lions  Jacksonville Jaguare  Cleveland Browns  and Virginia Destroyers,Lewis was also a member of the Cleveland Browns  Jacksonville Jaguars  Oakland Raiders  Seattle Seahawks  Detroit Lions and Virginia Destroyers,Lewis played for the Oakland Raiders  Seattle Seahawks  Detroit Lions  Jacksonville Jaguars  Cleveland Browns  and Virginia Destroyers,0.3637215259980717,0.5945945945945946,0.3913043478260869,0.46188132373190816,0.85,0.9345723986625671
Petina Gappah was born in the province of Copperbelt in Zambia,Petina Gappah was born in Zambia  Copperbelt province,Petina Gappah was born in the Copperbelt region of Zambia.,0.4111336169005197,0.6666666666666665,0.33333333333333337,0.49734127299544695,1.25,0.9858719110488892
The Bresnic River is a tributary of the Slatina River in Romania,The Bresnic River is a tributary of the River Slatina in Romania,The Bresnic River flows into the Slatina River in Romania,0.1209445435845663,0.6363636363636365,0.5,0.5698536167740214,0.8333333333333334,0.9564979672431946
"According to the 2002 census of the National Statistics Institute  Toltén has an area of and spans 11,216 inhabitants ( 5,827 men and 5,389 women","According to the 2002 census of the National Statistics Institute  Toltén has an area of 11,216 inhabitants ( 5,827 men and 5,389 women","According to the 2002 census by the National Statistics Institute, Toltén covers an area of and contains 11, 216 people (5, 827 males and 5, 389 females)",0.22291343499214064,0.7777777777777779,0.6571428571428571,0.7291126828909587,1.173913043478261,0.9173385500907898
At such dinners  quality wine is often consumed  usually with champagne or similar sparkling wines,Quality wine is usually consumed at such dinners  often with champagne or similar sparkling wines as a conclusion,"During these gatherings, high-quality wine is frequently enjoyed, typically alongside champagne or other bubbly drinks.",0.03236515021977255,0.29411764705882354,0.8461538461538461,0.9604691162533016,0.8333333333333334,0.8048127889633179
During the fight  Steedman was shot and killed when his horse was wounded under him,During the fight  Steedman was shot when his horse was wounded under him,Steedman was killed during the battle when his horse was injured beneath him,0.2691109110344472,0.5384615384615384,0.47058823529411764,0.7631048641685397,1.0,0.9325302243232727
A daughter  Frances Anna Brickman  was born to Miriam and Lester Brickman on March 5  1981,On 5 March 1981  Miriam and Lester Brickman were born a daughter  Frances Anna Brickman,On March 5  1981  Miriam and Lester Brickman had a daughter named Frances Anna,0.3409483338605691,0.7586206896551724,0.2941176470588235,0.633446891889685,0.9333333333333333,0.9378053545951843
The 1966 Cleveland Browns season was the 17th season of the team with the National Football League,The 1966 Cleveland Browns season was the team 's 17th season with the National Football League,"In 1966, the Cleveland Browns' season marked their 17th year in the NFL.",0.018445540119318492,0.41379310344827586,0.8,0.9829201477749757,0.8125,0.8626272678375244
"As reported by Count Harrach  Franz Ferdinand 's last words were "" Sophie  Sophie","Franz Ferdinand 's last words  as reported by Count Harrach  "" Sophie  Sophie","According to Count Harrach  Franz Ferdinand's last words were ""Sophie  Sophie""",0.04969996369966718,0.5833333333333334,0.6666666666666667,0.8805502997284149,0.8461538461538461,0.984539270401001
The station was closed on December 8  1890  opened on 8 November 1969 and was demolished in 1971,The station was closed on December 8  1890  opened on November 8  1969  and was demolished in 1971,"The station was shut down on December 8, 1890, reopened on November 8, 1969, and was torn down in 1971",0.08679800196561344,0.7894736842105262,0.5909090909090908,0.9170694746442142,1.1111111111111112,0.9302317500114441
The two secondary schools  Heatherhill Secondary College and Coomoora Secondary College  were merged to Keysborough Secondary College with Springvale Secondary College and Chandler Secondary College,The two secondary schools  Heatherhill Secondary College and Coomoora Secondary College have been merged with Springvale Secondary College and Chandler Secondary College into Keysborough Secondary College,Heatherhill Secondary College and Coomoora Secondary College were combined into Keysborough Secondary College along with Springvale Secondary College and Chandler Secondary College,0.5742952283383594,0.6249999999999999,0.4444444444444444,0.3989980707278843,0.8461538461538461,0.9571030139923096
The reactor will have an output of 1500 MWth of electrical power and 600 MW thermal power,The reactor will have an output of 1500 MWth electric power and 600 MW thermal power,The reactor will produce 1500 MWth of electricity and 600 MW of heat.,0.12014605158792346,0.6206896551724138,0.5,0.8677000335535947,0.8125,0.9419394135475159
Mornington Cemetery is a cemetery serving the Melbourne area of Mornington Peninsula,Mornington Cemetery is a cemetery serving the Melbourne area of the Mornington Peninsula,Mornington Cemetery is a cemetery for the Melbourne area on the Mornington Peninsula,0.4758733096412523,0.8461538461538461,0.33333333333333337,0.5749718586583021,1.0,0.9961140155792236
"Lost Bass -- "" Bomb Your Soul ""","Lost the Bass -- "" Bomb Your Soul ""","Lost Bass -- ""Bomb Your Soul""",0.06227190212960362,0.9090909090909091,0.5555555555555556,0.8444277817335399,0.6666666666666666,1.0000001192092896
Small Business Saturday UK began in the United Kingdom in 2013 after the success of Small Business Saturday in the United States of America,The launch of Small Business Saturday UK began in 2013 in the United Kingdom following the success of Small Business Saturday in the United States of America,Small Business Saturday UK started in the UK in 2013 following the success of Small Business Saturday in the USA,0.4145280098370826,0.6382978723404256,0.5,0.5655893494986609,0.7407407407407407,0.9757043123245239
It is now a recreation reserve managed by the Highland Park Progressive Association ( HPPA  in partnership with the Wellington City Council ( WCC,It is now a recreation area managed by the Highland Park Progressive Association ( HPPA  in partnership with the Wellington City Council ( WCC,It is currently a recreational area overseen by the Highland Park Progressive Association (HPPA) in collaboration with the Wellington City Council (WCC),0.3858862439751675,0.8636363636363636,0.5172413793103448,0.6202899287867292,0.9166666666666666,0.9240207076072693
Typically  the warmest day of the year will attain  and 3.7 days a year should reach a maximum temperature of or above,Typically  the warmest day of the year is reached  and a maximum temperature of or above should reach 3.7 days a year,Usually  the hottest day occurs on an average of 3. 7 days per year when it reaches or exceeds 3. 7 degrees,0.013596634387289886,0.3555555555555555,0.8125,0.9864033656127101,1.0,0.8395376205444336
Maredudd married Margaret Ferch Dafydd  Ieuan 's daughter  Lord of Anglesey  and his wife Nest ferch Dafydd Fychan,Maredudd married Margaret ferch Dafydd  the daughter of Ieuan  Lord of Anglesey  and his wife  Nest ferch Dafydd Fychan,"Maredudd married Margaret, daughter of Ieuan's son, Lord of Anglesey, and his wife Nest, daughter of Dafydd Fychan.",0.08592743793955233,0.7894736842105263,0.5909090909090908,0.9163256286540493,0.9473684210526315,0.9278357028961182
Cotton gins continued to operate in Carencro until the last 1970s  when the middle two  Cotton Products Co. and Farmer 's Gin Co.  were closed,Until the late 1970s  when the middle two Cotton Products Co. and Farmer 's Gin Co. were closed  Cotton Gins continued to operate in Carencro,"Cotton gins operated in Carencro until the late 1970s  when the middle two cotton companies, Cotton Products Co. and Farmer's Gin Co., ceased operations",0.4636522151890719,0.68,0.5172413793103448,0.6004239602020165,0.96,0.9555124044418335
The band consisted of Anders Hector  Claes Bure  Peter Björk  Peter Forbes  Roger Capello and Chino Mariano,The band consisted of Peter Forbes  Roger Capello  Claes Bure  Peter Björk  Anders Hector  Chino Mariano,"The group included Anders Hector, Claes Bure, Peter Björk, Peter Forbes, Roger Capello, and Chino Mariano",0.036787632499277766,0.47058823529411764,0.6521739130434783,0.9247330940184075,1.0,0.9126297235488892
He finished his NFL career in the division of the season between Seattle Seahawks and the New York Giants,He finished his NFL career in  splitting the season between the New York Giants and the Seattle Seahawks,He concluded his NFL career during the season when the Seattle Seahawks competed against the New York Giants,0.27434065146872866,0.5555555555555556,0.5,0.766423028333668,1.0,0.8831275105476379
Tasha from production I    Danny Choo  Kaname  Mitsuhisa Ishikawa and Tomohiko Ishii with Miyuko from Korea were special guests for the event,Tasha from Production I    Danny Choo  Kaname  and Mitsuhisa Ishikawa and Tomohiko Ishii with Miyuko from Korea were special guests for the event,"Tasha, Danny Choo, Kaname, Mitsuhisa Ishikawa, and Tomohiko Ishii along with Miyuko were special guests at the event",0.08478960824183451,0.7804878048780488,0.5714285714285714,0.9103665526602055,0.75,0.931147575378418
It is found in India from northern Canary to Sindh and Madhya Pradesh and from Kangra to Kumaon,It is found in India from northern Kanara to Sindh and Madhya Pradesh and from to Kangra to Kumaon,"It is located in India from the northern Canary region to Sindh and Madhya Pradesh, and from Kangra to Kumaon.",0.23185078121230157,0.8205128205128205,0.4,0.6629870735326853,1.0526315789473684,0.8881727457046509
The Franciscan is the literary magazine  with events  annual articles  submissions by students and staff and photographs,The Franciscan is the literary magazine  with events  annual articles  submissions from students and from staff  and photographs,"The Franciscan is the literary magazine that hosts events, publishes annual articles, accepts submissions from students and staff, and includes photographs.",0.3558785149067877,0.8205128205128205,0.64,0.7275025476594132,1.1666666666666667,0.9720581769943237
He was a Member of Parliament of England for Newtown in 1614 and for Guildford  Isle of Wight in 1614,He was a Member ( MP  of the Parliament of England for Newtown in 1614 and for Guildford  Isle of Wight in 1614,He held office as an MP for Newtown in England in 1614 and for Guildford on the Isle of Wight in 1614,0.381920044432112,0.6363636363636364,0.5,0.613441592267773,0.9565217391304348,0.9264153838157654
Ridenour was married to Eleanor Fay  they had two daughters  Nancy Page Buchanan ( nee Ridenour  and Gretchen Kraemer,Dr. Ridenour was married to Eleanor Fay  they had two daughters  Nancy Page Buchanan ( née Ridenour  and Gretchen Kraemer,"Ridenour was wed to Eleanor Fay; they had two daughters, Nancy Page Buchanan (née Ridenour) and Gretchen Kraemer",0.12846964943254102,0.9230769230769231,0.4347826086956522,0.8641911692252398,0.9,0.9770922064781189
Blake has been married to Patricia Meyer since 1984 and together they have two sons  Ryan ( born 1988  and Dale ( born 1992,Since 1984 Blake is married to Patricia Meyer and they have two sons  Ryan ( born 1988  and Dale ( born 1992,"Blake has been married to Patricia Meyer since 1984 and together they have two sons, Ryan (born in 1988) and Dale (born in 1992).",0.1842644559759274,0.7727272727272727,0.3846153846153846,0.40756261167823227,1.0909090909090908,0.9822881817817688
Nick Smith ( Chris Egan  settles with his family in Summer Bay  and he and Duncan quickly get friends and get into various crises,Chris Egan ( Nick Smith  settles in Summer Bay with his family and he and Duncan quickly become friends and get into various scrapes,Chris Egan and Nick Smith settle down in Summer Bay  forming friendships and getting involved in various troubles,0.0615555198652928,0.5365853658536586,0.6785714285714286,0.9384444801347072,0.75,0.7748436331748962
Agassiz founded a school for girls from Boston in her home in Cambridge in 1856,In 1856 in their home in Cambridge  Agassiz founded a school for girls from Boston,"In 1856, Agassiz established a school for girls in her Cambridge residence, which was located in Boston.",0.17534823156623092,0.5,0.6,0.8065470097717381,1.1333333333333333,0.9706852436065674
Their founder  who came from China during the Seongjong of Goryeo  was born,Their founder  who came from China during the Seongjong of the Goryeo  was,"Their founder, who originated from China during the reign of Seongjong of Goryeo, was born",0.21651956746181059,0.7857142857142856,0.4117647058823529,0.7649479589304041,1.1538461538461537,0.9729969501495361
