source,reference,prediction,bleu_vs_reference,rougeL_f1_vs_reference,lexical_diversity_vs_source,inverse_bleu_vs_source,length_ratio_vs_reference,semantic_similarity_vs_source
On October 13  2010  the Atlanta Braves announced that Fredi González would replace long-time Braves manager Bobby Cox as manager of the team in 2011,On October 13  2010  the Atlanta Braves announced that Fredi González would replace Braves ’ manager Bobby Cox as team manager in 2011,"On October 13, 2010, the Atlanta Braves revealed that Fredi González would take over as the new manager of the team from longtime coach Bobby Cox in 2011.",0.1591178311098152,0.6538461538461539,0.5,0.7574767149176634,1.2173913043478262,0.9224163889884949
Frugalware has a codice _ 2 and a codice _ 3 branch  The codice _ 2 branch is updated daily  and the codice _ 3 branch gets updated every 6 months,Frugalware has a branch codice 2 and a twig codice 3  The branch codice 2 is updated daily  and the branch codice 3 is updated every six months,"Frugalware maintains two branches - codice_2, which is regularly updated daily, and codice_3, which receives updates every six months.",0.01764698925589318,0.5833333333333334,0.8333333333333334,0.9919034034923375,0.6785714285714286,0.9387052059173584
For Kholm 's command of the defense  Scherer was personally awarded the knight 's cross of the Iron Cross with oak foliage by Adolf Hitler,Scherer was personally awarded the Knight 's Cross of the Iron Cross with Oak Leaves by Adolf Hitler for the command of the defense of Kholm,"For Kholm's mastery of defense, Scherer received the Knight's Cross of the Iron Cross with Oak Leaves from Adolf Hitler personally.",0.30822121079347603,0.5714285714285715,0.6428571428571428,0.7226831621608865,0.8076923076923077,0.9343463778495789
On May 6  2016 it was announced that Palafox signed to New York Cosmos B of the National Premier Soccer League,On 6 May 2016  it was announced that Palafox has signed the National Premier Soccer League at New York Cosmos B,"On May 6, 2016, it was revealed that Palafox joined the New York Cosmos B team in the National Premier Soccer League.",0.2672825520622499,0.5581395348837208,0.5,0.724730090561267,1.0476190476190477,0.902715802192688
The river Cleja is a tributary of the Iminog River in Romania,The Cleja River is a tributary of the Iminog River in Romania,The river Cleja flows into the Iminog River within Romania.,0.10170183314475842,0.5454545454545454,0.7142857142857143,0.8561718882484771,0.8333333333333334,0.942328929901123
The river Hudeasa is a tributary of the Bradu River in Romania,The Hudeasa River is a tributary of the Bradu River in Romania,The river Hudeasa flows into the Bradu River within Romania.,0.10170183314475842,0.5454545454545454,0.7142857142857143,0.8561718882484771,0.8333333333333334,0.9490014314651489
The police also interviewed singer Rimi Tomy and the actor Kavya Madhavan  both close friends of Siddique and his wife Dileep  as part of the current investigation,The police also questioned singer Rimi Tomy and actor Kavya Madhavan  both close friends of Siddique and his wife Dileep  as part of the ongoing investigation,"The police conducted interviews with singer Rimi Tomy and actor Kavya Madhavan, who are close friends of Siddique and his wife Dileep, in connection with the ongoing investigation.",0.41027439879431254,0.7407407407407408,0.5882352941176471,0.6653919461500004,1.0769230769230769,0.9736906886100769
The 1935 Chico State Wildcats football team represented Chico State College during the 1935 college football season,The 1935 Chico State Wildcats football team represents Chico State College during the College - Football - Season 1935,The 1935 Chico State Wildcats football squad participated in the 1935 college football campaign at Chico State College.,0.31154285633815676,0.5142857142857143,0.5882352941176471,0.5665633987241676,0.9473684210526315,0.9147418141365051
The upstream tributaries of the Cascapédia River are ( in significant order,The upstream tributaries of the Cascapédia are ( in significant order,The smaller rivers that flow into the Cascapédia River come together downstream.,0.03986357128268015,0.33333333333333337,0.8421052631578947,0.9094124765841224,1.0909090909090908,0.8626359105110168
It was also distributed in Japan  the United States ( where it was first banned  then published in a highly cut version   England and France,It was also distributed in Japan  the United States ( where it was first banned  then released in a heavily cut version   England and France,"It was released simultaneously in Japan, the United States, England, and France, though initially banned there before being republished with significant cuts.",0.02695886648218516,0.43478260869565216,0.8108108108108107,0.973926241357188,0.88,0.8027599453926086
From the west end of the bridge  Pennsylvania Route 268 leads south to Parker and north to Emlenton,The Pennsylvania Route 268 leads from the west end of the bridge south to Parker and to the north to Emlenton,"Starting from the western part of the bridge, Pennsylvania Route 268 proceeds eastward towards Parker and heads north toward Emlenton.",0.07702851426412419,0.4390243902439024,0.6538461538461539,0.919022149357338,0.9523809523809523,0.9072610139846802
Moreover  many Angika speakers in the Persian Gulf  the United States  Canada  the United Kingdom  and other countries have emigrated,Moreover  many Angika speakers have emigrated to the Persian Gulf  the United Kingdom  the United States  Canada and other countries,"Many Angika speakers from the Persian Gulf, the US, Canada, UK, and elsewhere have migrated.",0.06629060915766609,0.5142857142857143,0.7083333333333333,0.933709390842334,0.75,0.885534942150116
The tournament took part in 10 Olympic teams  3 teams from Africa and 7 teams from Europe,Ten Olympic teams took part in the tournament  3 teams from Africa and 7 teams from Europe,"The competition featured 10 Olympic squads, including 3 African teams and 7 European teams.",0.032085837490011086,0.3870967741935484,0.6666666666666667,0.9603441214475374,0.8235294117647058,0.9052038192749023
Teversall Manor is a former railway station in Teversal  Nottinghamshire on the Derbyshire border west of Mansfield,Teversall Manor is a former station in Teversal  Nottinghamshire  on the border with Derbyshire west of Mansfield,"Teversall Manor was once an old train stop located near the Derbyshire-Manchester border in Nottinghamshire, England.",0.030727585695489428,0.23529411764705882,0.8214285714285714,0.9692724143045106,0.9411764705882353,0.8633701205253601
On December 7  2017 NVIDIA officially announced the Nvidia TITAN V,The NVIDIA TITAN V was officially announced by Nvidia on 7 December 2017,"On December 7, 2017, NVIDIA unveiled the Nvidia Titan V.",0.09202362411222717,0.34782608695652173,0.6428571428571428,0.8756112670649855,0.7692307692307693,0.9591255784034729
In 2004  Peter Eigen celebrated her second wedding with longtime companion Gesine Schwan in Berlin,In 2004 Peter Eigen celebrated her second wedding in Berlin with the long-standing companion Gesine Schwan,"In 2004, Peter Eigen marked her second marriage to long-time partner Gesine Schwan in Berlin.",0.048670283020198005,0.5454545454545455,0.6666666666666667,0.9005850905439832,0.9375,0.8885320425033569
"During religious persecutions he came to Serbian Šajkaši in Komárom as a renowned speaker ( "" slavni propovednik ""  in 1739","In 1739  during religious persecutions  he came as a renowned speaker ( "" slavni propovednik ""  to live among the Serbian Šajkaši in Komárom","In response to religious persecution, he settled in Serbian Šajkaši in Komárom in 1739, where he was known as a distinguished orator (""slavni propovednik"").",0.13308442527111022,0.40816326530612246,0.7,0.8669155747288898,1.0,0.875045120716095
As an alternative  tantric Tibetan Buddhism allows to deliberately create a desire to choose the desire  rather than being created by it,As an alternative  tantric Tibetan Buddhism allows to create a desire consciously  to choose desire rather than being created by it,"As an alternative, Tibetan Buddhism permits intentionally fostering a wish to select desires over being dictated by them.",0.032521039205405194,0.5128205128205129,0.7333333333333334,0.9692364150249588,0.8571428571428571,0.8708577156066895
In terms of internal relations  the Sami languages are divided into two groups  western and eastern,In terms of internal relationships  the Sami languages are divided into two groups  eastern and western,The Sami languages are split into two categories based on their geographical location - northern and southern.,0.17694975149532557,0.4375,0.7307692307692308,0.8230502485046745,1.0625,0.8363921642303467
Kiss Country plays a mixture of modern and older country music  with the emphasis on current artists more,Kiss Country plays a mix of modern and older country music  with more emphasis on current artists,"Kiss Country blends contemporary and classic country tunes, placing greater focus on recent performers.",0.030656182161671746,0.3225806451612903,0.8461538461538461,0.971457169821441,0.8235294117647058,0.9055423736572266
It began as a fishing village populated by Polish settlers from the Kaszub region as well as some German immigrants in 1870,It began as a fishing village  populated by Polish settlers from the Kaszub region and some German immigrants in 1870,It started out as a fishing settlement inhabited by Poles from the Kashubian area along with some Germans in 1870.,0.06941681530093603,0.55,0.7096774193548387,0.9371890680748219,1.0,0.7198877334594727
The design was sold initially by Sunrise Aircraft of Sheridan  Michigan and is currently produced by Thunderbird Aviation of Ray  Oregon,The design was initially sold by Sunrise Aircraft from Sheridan  Michigan  and is currently produced by Thunderbird Aviation of Ray  Oregon,"The aircraft's initial production was undertaken by Sunrise Aircraft in Sheridan, Michigan, while its current manufacture takes place at Thunderbird Aviation in Ray, Oregon.",0.05356850921756574,0.5217391304347826,0.8,0.9464314907824343,1.1428571428571428,0.8688852787017822
Angelica Panganiban ( Lizelle Jimenez  is in a new relationship with Surgeon Adrian Benitez ( Gabby Concepcion,In a new relationship with surgeon Adrian Benitez ( Gabby Concepcion  is Liz Lizene Jimenez ( Angelica Panganiban,Angelica Panganiban (Lizelle Jimenez) has recently formed a romantic connection with Surgeon Adrian Benitez (Gabby Concepcion).,0.16698964409073258,0.4375,0.72,0.8222404491687497,0.8888888888888888,0.946219265460968
Pedestrians and bicycles are not permitted  but can be allowed on a footpath,Pedestrians and bicycles are not permitted  but may be allowed on a footpath,Pedestrians and cyclists may use a path instead of roads.,0.039320498864645864,0.34782608695652173,0.85,0.963408152694242,0.7692307692307693,0.6222471594810486
Over the years  ACT-R models have been cited in more than 700 different scientific publications  and have been used in many more,Over the years  ACT-R models have been quoted in more than 700 different scientific publications and have been used in many others,"Over the decades, ACT-R models have appeared in over 700 scholarly articles and have been employed by numerous researchers.",0.08695177151548697,0.5116279069767442,0.6538461538461539,0.9130482284845131,0.8636363636363636,0.8599552512168884
The final meeting of the BBU in 1932 in Chicago was the first meeting of the GARBC,The last meeting of the BBU in Chicago in 1932 was the first meeting of GARBC,The inaugural gathering of the GARBC took place at the conclusion of the BBU's last assembly held in Chicago in 1932.,0.06760229884571738,0.4210526315789474,0.7727272727272727,0.9273566023382428,1.3125,0.9005128145217896
The comics distributed on kiosks were sold on the basis that unsold copies were returned to the publisher,Comics distributed on newsstands were sold on the basis that unsold copies were returned to the publisher,Comics available at vending machines were priced such that unused stock was sent back to their creator.,0.01626739260030573,0.23529411764705882,0.8518518518518519,0.9846619123966283,1.0,0.691107451915741
PATH service from Exchange Place runs east to the World Trade Center  north to Newark Penn Station  and west to Journal Square and Hoboken Terminal,The PATH service from Exchange Place runs east to the World Trade Center  north to Newark Penn Station and west to Journal Square and Hoboken Terminal,"PATH service travels from Exchange Place towards the World Trade Center, then northward to Newark Penn Station, and finally westward to Journal Square and Hoboken Terminal.",0.2812176693112855,0.7692307692307693,0.5161290322580645,0.7187823306887144,1.0,0.932138204574585
Pete knows Brewster  who was a friend of Peter 's father,Pete knows Brewster  a friend of Peter 's father,"Pete is acquainted with Brewster, who was once a buddy of Peter's dad.",0.020448007360218394,0.5217391304347826,0.736842105263158,0.958684484088937,1.4444444444444444,0.9415999054908752
In 1973  it was added by the Ontario Heritage Trust to the inventory of the historical buildings of the Toronto Historical Board,In 1973  it was added to the Toronto Historical Board 's inventory of historical buildings by the Ontario Heritage Trust,"In 1973, the Ontario Heritage Trust included this structure in its list of historic buildings managed by the Toronto Historical Board.",0.19268479640608693,0.3902439024390244,0.6153846153846154,0.8162756333840877,1.05,0.9502203464508057
The 1975 -- 76 National Basketball Association season was the 30th season of the NBA,The NBA season of 1975 -- 76 was the 30th season of the National Basketball Association,The 1975-76 NBA season marked the 30th year of professional basketball competition in America.,0.0425920565367986,0.4666666666666667,0.6842105263157895,0.9615326609109399,0.875,0.845103919506073
He was born in Sofia on May 21  1897  and died in Yambol on June 15  1945,He was born on May 21  1897  in Sofia and died on June 15  1945  in Yambol,"Born in Sofia on May 21, 1897, he passed away in Yambol on June 15, 1945.",0.05167743332147676,0.6060606060606061,0.6190476190476191,0.6301009105717499,0.9411764705882353,0.9651082754135132
"In 2012  the airline carried 57,500 passengers per month to 15 domestic flights and 90,000 passengers on international routes ( about 1.77 million passengers per year","In 2012  the airline carried 57,500 passengers to 15 domestic destinations and 90,000 passengers on international routes per month ( apx  1.77 million passengers per year","In 2012, the airline transported 57, 500 monthly passengers domestically and an additional 90, 000 internationally, totaling approximately 1. 77 million annual travelers.",0.020232090289032938,0.5882352941176471,0.85,0.979767909710967,0.8846153846153846,0.9109737873077393
The 2007 championships took place between January 21 and 28 in Spokane  Washington  at the Spokane Convention Center and the Spokane Arena,The 2007 championship took place between 21 and 28 January in Spokane  Washington  in the Spokane Arena and the Spokane Convention Center,"The 2007 championship events occurred from January 21 to 28 in Spokane, Washington, at the Spokane Convention Center and the Spokane Arena.",0.21737776726761188,0.5909090909090909,0.56,0.6067163158451186,1.0,0.9471112489700317
He won three all-Dublin medals for Ireland in 1977  1976  1974,He won three all-Dublin medals for Ireland in 1977  1976  in 1974,"In 1977, 1976, and 1974, he achieved three Dublin All-Ireland championships for Ireland.",0.021972813874997166,0.3703703703703704,0.8,0.9780271861250028,1.0833333333333333,0.8862133026123047
The River Sic is a tributary of the River Seolemai in Romania,The Sic River is a tributary of the Seolemai River in Romania,The River Sic flows into the River Seolemai within Romania.,0.027044022096277633,0.45454545454545453,0.7142857142857143,0.8561718882484771,0.8333333333333334,0.9471482038497925
The biomass of brook trout was 48.30 kilograms per hectare  including 23.49 kilograms per hectare of brown trout and 24.81 kilograms per hectare of wild trout,The biomass of brown trout was 48.30 kilograms per hectare  which included 23.49 kilograms per hectare of brook trout and 24.81 kilograms per hectare of wild trout,"The biomass of brook trout amounted to 48. 30 kg/ha, comprising 23. 49 kg/ha of brown trout and 24. 81 kg/ha of wild trout.",0.08901617076179064,0.5614035087719299,0.7142857142857143,0.7532216747090874,0.8888888888888888,0.9307442903518677
They came from Poland to Russia in the eighteenth century  and their language includes Polish  German and Russian words,They came to Russia from Poland in the 18th century  and their language contains Russian  German and Polish words,"They migrated from Poland to Russia during the 18th century, incorporating elements of Polish, German, and Russian vocabulary into their language.",0.038015566318814725,0.45,0.7,0.8503715162745333,1.105263157894737,0.912139892578125
The 86th Airlift Squadron is part of 309th Airlift Wing in Air Base Chièvres  Belgium,The 86th Airlift Squadron is part of the 309th Airlift Wing at Chièvres Air Base  Belgium,"The 86th Airlift Squadron constitutes an element within the 309th Airlift Wing at Air Base Chievres, located in Belgium.",0.3451395513935865,0.6666666666666667,0.5909090909090908,0.790265742086893,1.1875,0.9562402367591858
However  in current continuity  Superman meets the true Zod for the first time in `` Last Son '',In the current continuity  Superman meets the true Zod in `` Last Son '' for the first time,"Despite changes, Superman encounters his original Zod foe in ""Last Son.""",0.013128944200370597,0.3703703703703703,0.875,0.9868710557996294,0.6111111111111112,0.8867839574813843
In early 1972  the FCC ordered the frequency to Windham County  making 98.3 the only FM in Willimantic,In early 1972  the FCC allocated the frequency to Windham County  making 98.3 the only FM in Willimantic,"In January of 1972, the FCC mandated that the frequency for Windham County be assigned to Willimantic, thereby designating 98.3 MHz as the sole FM station in the area.",0.028190471507804127,0.5306122448979592,0.7096774193548387,0.9718095284921959,1.6111111111111112,0.9216132164001465
"Scientific research is most often not the "" main "" goal for many amateur astronomers  unlike professional astronomers","For many amateur astronomers  unlike professional astronomers  scientific research is usually not the "" main goal """,Many amateur astronomers' primary objective isn't scientific research; it differs from that of professional astronomers.,0.029091967494005277,0.3225806451612903,0.8518518518518519,0.9727842612010453,0.8823529411764706,0.9074558019638062
Iosco County is a civil township of Baldwin Township in the U  . state of Michigan,Iosco County is a civil community of Baldwin Township in the U  . state of Michigan,Iosco County serves as a civil township within Baldwin Township in Michigan.,0.08878110996193558,0.5925925925925926,0.6111111111111112,0.884574022987122,0.75,0.9803285002708435
The following organs have been visited  Argao in Bohol ( still playable  and Loboc  Baclayon  Loay  Maribojoc and Antiquera in Cebu,The following organs were visited  Argao in Bohol ( still playable  and Loboc  Baclayon  Loay  Maribojoc and Antiquera in Cebu,"The following locations have been explored Argao in Bohol (still accessible) and Loboc, Baco, Loay, Maribojoc, and Antiquidad in Cebu",0.0745932224853342,0.6666666666666667,0.6785714285714286,0.921114044092274,1.0,0.7812502384185791
Software ranged from advanced mortgage interest calculations  word processing  games  and utilities to simple payroll  accounting  and industry-specific applications,Software ranged from advanced mortgage interest calculations  word processing  games and utilities to simple payroll  accounting and industry specific applications,Software varied from sophisticated mortgage calculators for complex financial tasks to basic payroll and accounting tools tailored for specific industries.,0.016195570128532413,0.4000000000000001,0.7666666666666666,0.9843361594266903,1.0,0.8778773546218872
"Since 1977 LAGOS has created more than two million pieces  and Steven Lagos estimates that he has made 10,000 pieces and 400 to 500 new designs each year","Since 1977  LAGOS has created more than two million pieces  Steven Lagos estimates that he has made 10,000 pieces and 400 to 500 new designs each year","Since 1977, Lagos has produced over two million items, with an estimate of him creating around 10, 000 pieces annually and developing about 400 to 500 new designs yearly.",0.16591958445638164,0.5614035087719299,0.7073170731707317,0.8340804155436183,1.0740740740740742,0.9407976865768433
From 2 June 1969  lectures were held for the first 300 students  and at that time the academic workforce consisted of 28 local lecturers,For the first batch of 300 students  lectures were held beginning from 2 June 1969  At that time  the academic workforce consisted of 28 local lecturers,"From June 2, 1969, lectures began for the initial 300 students, and at this point, there were 28 local lecturers in the academic staff.",0.06182503426951185,0.32,0.6060606060606061,0.9276182220524432,0.9230769230769231,0.9232495427131653
""" Purple Clover "" describes the page as for people who are "" .. still cool  still curious and after all these years are still crazy",""" Purple Clover "" describes the site as being for people who are "" .. still curious  still cool  and still crazy after all these years  ""","""Purple Clover"" is designed for individuals who remain youthful, inquisitive, and enthusiastic despite their age.",0.007816435614790406,0.27027027027027023,0.9090909090909091,0.991644706303795,0.5555555555555556,0.6957429647445679
"As part of this process  the airline was divided into two portions  informally known as "" old "" Varig and "" new "" Varig","As part of this process  the airline was divided into two parts  informally known as "" old "" Varig and "" new "" Varig","During this procedure, the airline was split into two sections, unofficially referred to as ""old"" Varig and ""new"" Varig.",0.060623199192252904,0.6153846153846154,0.6896551724137931,0.9393768008077471,0.7916666666666666,0.923514723777771
The Vidăcut River or Hidecut River is a tributary of the Eliseni River  in Romania,The river Vidăcut or Hidecut is a tributary of the Eliseni River  in Romania,The Vidăcut River or Hidecut River flows into the Eliseni River within Romania.,0.10069692803349964,0.6206896551724138,0.625,0.5846501140285743,0.9285714285714286,0.9474400281906128
San Pedro Springs Park is located in the town of Bexar County San Antonio in the U  . state of Texas,San Pedro Springs Park is located in the Bexar County city of San Antonio in the U  . state of Texas,"San Pedro Springs Park is situated within Bexar County, San Antonio, Texas.",0.16289297264489588,0.625,0.7272727272727273,0.8371070273551041,0.5714285714285714,0.9869264960289001
Lewis was also a member of the Oakland Raiders  Seattle Seahawks  Detroit Lions  Jacksonville Jaguare  Cleveland Browns  and Virginia Destroyers,Lewis was also a member of the Cleveland Browns  Jacksonville Jaguars  Oakland Raiders  Seattle Seahawks  Detroit Lions and Virginia Destroyers,"Lewis was part of several NFL teams including the Oakland Raiders, Seattle Seahawks, Detroit Lions, Jacksonville Jaguars, and Cleveland Browns.",0.030452555559828284,0.55,0.6666666666666667,0.9637856042582366,1.0,0.8857276439666748
Petina Gappah was born in the province of Copperbelt in Zambia,Petina Gappah was born in Zambia  Copperbelt province,Petina Gappah was born in the Copperbelt region of Zambia.,0.4111336169005197,0.6666666666666665,0.33333333333333337,0.49734127299544695,1.25,0.9858718514442444
The Bresnic River is a tributary of the Slatina River in Romania,The Bresnic River is a tributary of the River Slatina in Romania,The Brestica River flows into the Slita River within Romania.,0.02443703255186539,0.45454545454545453,0.875,0.9755629674481346,0.8333333333333334,0.6091805696487427
"According to the 2002 census of the National Statistics Institute  Toltén has an area of and spans 11,216 inhabitants ( 5,827 men and 5,389 women","According to the 2002 census of the National Statistics Institute  Toltén has an area of 11,216 inhabitants ( 5,827 men and 5,389 women","Based on the 2002 census by the National Statistics Institute, Toltén's population is 11,216 people, with 5,827 males and 5,389 females.",0.08304620128422618,0.6153846153846154,0.7272727272727273,0.9244980110460094,0.9130434782608695,0.8523306846618652
At such dinners  quality wine is often consumed  usually with champagne or similar sparkling wines,Quality wine is usually consumed at such dinners  often with champagne or similar sparkling wines as a conclusion,"At these gatherings, high-end beverages frequently get sipped, typically alongside champagnes or effervescent alternatives.",0.012764741709898067,0.1818181818181818,0.9259259259259259,0.984184783747776,0.7777777777777778,0.7125271558761597
During the fight  Steedman was shot and killed when his horse was wounded under him,During the fight  Steedman was shot when his horse was wounded under him,Steedman perished during the battle when his mount suffered an injury beneath him.,0.04913270548144422,0.38461538461538464,0.7727272727272727,0.957873425761254,1.0,0.7157145738601685
A daughter  Frances Anna Brickman  was born to Miriam and Lester Brickman on March 5  1981,On 5 March 1981  Miriam and Lester Brickman were born a daughter  Frances Anna Brickman,"Frances Anna Brickman, born on March 5, 1981, is the daughter of Miriam and Lester Brickman.",0.08866868824683484,0.45161290322580644,0.5909090909090908,0.9047192937157158,1.0666666666666667,0.9691903591156006
The 1966 Cleveland Browns season was the 17th season of the team with the National Football League,The 1966 Cleveland Browns season was the team 's 17th season with the National Football League,The 1966 Cleveland Browns campaign marked their seventeenth consecutive year in the NFL.,0.16234136350505612,0.3448275862068966,0.8095238095238095,0.8496782159405939,0.8125,0.7524117827415466
"As reported by Count Harrach  Franz Ferdinand 's last words were "" Sophie  Sophie","Franz Ferdinand 's last words  as reported by Count Harrach  "" Sophie  Sophie","According to Count Harrach, Franz Ferdinand's final utterance was ""Sophie Sophie.""",0.018690183721524995,0.4166666666666667,0.9090909090909091,0.9829339798564285,0.8461538461538461,0.9497864246368408
The station was closed on December 8  1890  opened on 8 November 1969 and was demolished in 1971,The station was closed on December 8  1890  opened on November 8  1969  and was demolished in 1971,"The building ceased operations on Dec 8, 1890, resumed service on Nov 8, 1969, and was subsequently dismantled in 1971.",0.026801651563557783,0.5789473684210527,0.8214285714285714,0.9731983484364423,1.1111111111111112,0.731967568397522
The two secondary schools  Heatherhill Secondary College and Coomoora Secondary College  were merged to Keysborough Secondary College with Springvale Secondary College and Chandler Secondary College,The two secondary schools  Heatherhill Secondary College and Coomoora Secondary College have been merged with Springvale Secondary College and Chandler Secondary College into Keysborough Secondary College,Heatherhill Secondary College and Coomoora Secondary College combined with Springvale Secondary College and Chandler Secondary College to form Keysborough Secondary College.,0.5015690624841612,0.7659574468085107,0.4444444444444444,0.46639815041591626,0.8076923076923077,0.9165732264518738
The reactor will have an output of 1500 MWth of electrical power and 600 MW thermal power,The reactor will have an output of 1500 MWth electric power and 600 MW thermal power,The device will generate 1500 megawatts of electricity and 600 megawatts of heat.,0.034331018527601016,0.41379310344827586,0.7,0.9669618197883457,0.8125,0.7286942005157471
Mornington Cemetery is a cemetery serving the Melbourne area of Mornington Peninsula,Mornington Cemetery is a cemetery serving the Melbourne area of the Mornington Peninsula,Mornington Cemetery serves the Melbourne area on the Mornington Peninsula.,0.11373484213675392,0.7826086956521738,0.6153846153846154,0.8874484200583169,0.7692307692307693,0.9811191558837891
"Lost Bass -- "" Bomb Your Soul ""","Lost the Bass -- "" Bomb Your Soul ""","The song ""Bomb Your Soul"" by Lost in Space is considered conservative.",0.022416933501922302,0.4444444444444444,0.8823529411764706,0.9797440139728744,1.3333333333333333,0.4469776153564453
Small Business Saturday UK began in the United Kingdom in 2013 after the success of Small Business Saturday in the United States of America,The launch of Small Business Saturday UK began in 2013 in the United Kingdom following the success of Small Business Saturday in the United States of America,Small Business Saturday UK launched in the UK in 2013 following the US success of Small Business Saturday.,0.2076035258096553,0.5777777777777777,0.5263157894736843,0.7662331971277994,0.6666666666666666,0.9475598931312561
It is now a recreation reserve managed by the Highland Park Progressive Association ( HPPA  in partnership with the Wellington City Council ( WCC,It is now a recreation area managed by the Highland Park Progressive Association ( HPPA  in partnership with the Wellington City Council ( WCC,It has been transformed into a conservation area overseen by the Highland Park Progressive Association (HPPA) alongside the Wellington City Council (WCC).,0.31529961153292513,0.6818181818181818,0.65625,0.6909470388321497,0.9166666666666666,0.8579672574996948
Typically  the warmest day of the year will attain  and 3.7 days a year should reach a maximum temperature of or above,Typically  the warmest day of the year is reached  and a maximum temperature of or above should reach 3.7 days a year,"Generally speaking, the hottest day of the year is expected to reach an average high of around 3. 7 degrees Celsius on about 3. 7 days per year.",0.1447953615777742,0.47058823529411764,0.8333333333333334,0.9005850905439832,1.2727272727272727,0.8339720368385315
Maredudd married Margaret Ferch Dafydd  Ieuan 's daughter  Lord of Anglesey  and his wife Nest ferch Dafydd Fychan,Maredudd married Margaret ferch Dafydd  the daughter of Ieuan  Lord of Anglesey  and his wife  Nest ferch Dafydd Fychan,"Maredudd wedded Margaret, daughter of Ieuan's son, Lord of Anglesey, and his spouse Nest, daughter of Dafydd Fychan.",0.0402200098075857,0.6842105263157895,0.7083333333333333,0.9628422984748448,0.9473684210526315,0.9023785591125488
Cotton gins continued to operate in Carencro until the last 1970s  when the middle two  Cotton Products Co. and Farmer 's Gin Co.  were closed,Until the late 1970s  when the middle two Cotton Products Co. and Farmer 's Gin Co. were closed  Cotton Gins continued to operate in Carencro,Cotton gins maintained operations in Carencro up until the late 1970s when the remaining Cotton Products Company and Farmer's Gin Company ceased functioning.,0.2585146311066687,0.4897959183673469,0.6451612903225806,0.9286475382681716,0.92,0.894313633441925
The band consisted of Anders Hector  Claes Bure  Peter Björk  Peter Forbes  Roger Capello and Chino Mariano,The band consisted of Peter Forbes  Roger Capello  Claes Bure  Peter Björk  Anders Hector  Chino Mariano,"The group comprised Anders Hector, Claes Bure, Peter Björk, Peter Forbes, Roger Capello, and Chino Mariano.",0.020008008009612506,0.47058823529411764,0.7083333333333333,0.965441217480197,1.0,0.9020248651504517
He finished his NFL career in the division of the season between Seattle Seahawks and the New York Giants,He finished his NFL career in  splitting the season between the New York Giants and the Seattle Seahawks,He concluded his NFL tenure with teams from the Pacific Northwest rivalry against the Seattle Seahawks and the New York Giants.,0.09790945512543738,0.41025641025641024,0.6666666666666667,0.7275025476594132,1.1666666666666667,0.7454161643981934
Tasha from production I    Danny Choo  Kaname  Mitsuhisa Ishikawa and Tomohiko Ishii with Miyuko from Korea were special guests for the event,Tasha from Production I    Danny Choo  Kaname  and Mitsuhisa Ishikawa and Tomohiko Ishii with Miyuko from Korea were special guests for the event,"Tasha from production met Danny Choo, Kaname Mitsuhisa Ishikawa, and Tomohiko Ishii along with Miyuko from Korea at the event.",0.19728150147331702,0.7906976744186046,0.5357142857142857,0.785563319621658,0.8333333333333334,0.8894525766372681
It is found in India from northern Canary to Sindh and Madhya Pradesh and from Kangra to Kumaon,It is found in India from northern Kanara to Sindh and Madhya Pradesh and from to Kangra to Kumaon,"It can be observed across India, ranging from the northern Canaries through Sindh and Madhya Pradesh, and extending southward to Kangra and Kumaon.",0.05970228993860437,0.5714285714285715,0.7142857142857143,0.9460528911913813,1.2105263157894737,0.7072160243988037
The Franciscan is the literary magazine  with events  annual articles  submissions by students and staff and photographs,The Franciscan is the literary magazine  with events  annual articles  submissions from students and from staff  and photographs,The Franciscan is an annual publication featuring student and staff contributions along with photography.,0.06565783246351858,0.43750000000000006,0.6818181818181819,0.9219576406037973,0.7777777777777778,0.8417177200317383
He was a Member of Parliament of England for Newtown in 1614 and for Guildford  Isle of Wight in 1614,He was a Member ( MP  of the Parliament of England for Newtown in 1614 and for Guildford  Isle of Wight in 1614,He served as an MP representing Newtown in England in 1614 and also represented Guildford on the Isle of Wight during that year.,0.08843738373737478,0.4444444444444445,0.6296296296296297,0.9151800095003428,1.0,0.8992748856544495
Ridenour was married to Eleanor Fay  they had two daughters  Nancy Page Buchanan ( nee Ridenour  and Gretchen Kraemer,Dr. Ridenour was married to Eleanor Fay  they had two daughters  Nancy Page Buchanan ( née Ridenour  and Gretchen Kraemer,Ridenour wed Eleanor Fay; they had two daughters named Nancy Page Buchanan (née Ridenour) and Gretchen Kraemer.,0.2033897418920923,0.8421052631578948,0.5416666666666667,0.7842872678921082,0.85,0.9623978137969971
Blake has been married to Patricia Meyer since 1984 and together they have two sons  Ryan ( born 1988  and Dale ( born 1992,Since 1984 Blake is married to Patricia Meyer and they have two sons  Ryan ( born 1988  and Dale ( born 1992,"Blake has been married to Patricia Meyer since 1984, and their children include Ryan (born in 1988) and Dale (born in 1992).",0.1461053448657972,0.6190476190476191,0.6206896551724138,0.6732162799799026,1.0,0.969955563545227
